74 0 121 3 28 0 886399 0 4176763 3 28 0 51 0 69 3 28 0 11275 0 13411 3 28 0 3673 0 5181 106 0 128
35 0 67 4 28 0 290103 0 561344 4 28 0 25 0 48 4 28 0 5858 0 11082 4 28 0 1819 0 3421 64 0 121
2 0 18 5 28 0 23891 0 182991 5 28 0 1 0 12 5 28 0 457 0 2798 5 28 0 284 0 1765 23 0 99
0 0 4 5 28 0 5592 0 57964 5 28 0 0 0 3 5 28 0 140 0 685 5 28 0 162 0 1438 17 0 88
8 0 88 5 28 0 333288 0 3967131 5 28 0 4 0 43 5 28 0 367 0 2786 5 28 0 550 0 4045 15 0 79
7 0 88 5 28 0 332408 0 3967190 5 28 0 4 0 43 5 28 0 344 0 2774 5 28 0 498 0 4001 13 0 73
8 0 88 5 28 0 335456 0 3967109 5 28 0 4 0 43 5 28 0 373 0 2792 5 28 0 580 0 4116 14 0 74
7 0 88 5 28 0 330784 0 3967089 5 28 0 4 0 43 5 28 0 343 0 2772 5 28 0 474 0 3919 13 0 71
35 0 103 4 28 0 541760 0 3973942 4 28 0 23 0 58 4 28 0 5034 0 10043 4 28 0 1978 0 4845 58 0 112
59 0 73 3 29 0 461569 0 578255 3 29 0 42 0 52 3 29 0 9973 0 12409 3 29 0 3179 0 3920 103 0 126
62 0 74 3 28 1 486538 0 586021 3 28 1 44 0 53 3 28 1 10442 0 12523 3 28 1 3341 0 3955 104 0 124
61 0 74 2 43 13 483480 0 587360 2 43 13 43 0 53 2 43 13 10392 0 12557 2 43 13 3258 0 3896 100 0 121
64 0 78 3 29 23 566502 0 1136642 3 29 23 45 0 54 3 29 23 10473 0 12549 3 29 23 3492 0 4679 97 0 115
36 0 69 2 58 0 355526 0 1117127 2 58 0 25 0 47 2 58 0 5780 0 10740 2 58 0 1988 0 4282 51 0 96
5 0 35 3 48 15 111286 0 1027654 3 48 15 3 0 21 3 48 15 622 0 3713 3 48 15 484 0 3242 6 0 34
2 0 28 4 36 13 86317 0 1014048 4 36 13 1 0 15 4 36 13 153 0 1322 4 36 13 322 0 3051 4 0 39
2 0 28 5 29 18 88096 0 1014130 5 29 18 1 0 15 5 29 18 179 0 1356 5 29 18 383 0 3135 5 0 42
0 0 3 4 36 11 5065 0 45380 4 36 11 0 0 2 4 36 11 76 0 541 4 36 11 148 0 1287 5 0 42
0 0 4 5 29 18 6844 0 50129 5 29 18 0 0 3 5 29 18 102 0 622 5 29 18 212 0 1496 6 0 45
0 0 3 3 49 12 3568 0 30614 3 49 12 0 0 2 3 49 12 72 0 512 3 49 12 125 0 1074 5 0 43
39 0 150 3 39 26 733919 0 6295798 3 39 26 24 0 74 3 39 26 4939 0 10350 3 39 26 1893 0 4742 47 0 94
69 0 154 2 45 13 970226 0 6286343 2 45 13 45 0 79 2 45 13 10050 0 12760 2 45 13 3427 0 5148 94 0 116
73 0 154 3 28 22 1001770 0 6284412 3 28 22 48 0 79 3 28 22 10733 0 12896 3 28 22 3635 0 5163 100 0 117
72 0 154 2 43 12 999991 0 6284658 2 43 12 48 0 79 2 43 12 10707 0 12913 2 43 12 3571 0 5149 99 0 117
73 0 154 3 28 23 1001771 0 6284412 3 28 23 48 0 79 3 28 23 10733 0 12896 3 28 23 3630 0 5159 100 0 117
34 0 62 2 57 1 271411 0 498964 2 57 1 24 0 44 2 57 1 5845 0 10770 2 57 1 1861 0 3379 55 0 101
4 0 24 3 48 15 35107 0 194050 3 48 15 3 0 17 3 48 15 735 0 4162 3 48 15 328 0 1613 8 0 43
0 0 3 3 49 11 3562 0 30647 3 49 11 0 0 2 3 49 11 52 0 451 3 49 11 120 0 1039 2 0 21
6 0 73 4 36 23 250659 0 2994242 4 36 23 3 0 39 4 36 23 266 0 2352 4 36 23 455 0 3556 4 0 27
6 0 73 3 49 11 248878 0 2994311 3 49 11 3 0 39 3 49 11 240 0 2333 3 49 11 396 0 3488 2 0 22
6 0 73 4 36 23 250662 0 2994242 4 36 23 3 0 39 4 36 23 266 0 2353 4 36 23 455 0 3556 4 0 26
6 0 73 3 49 12 248879 0 2994311 3 49 12 3 0 39 3 49 12 240 0 2333 3 49 12 394 0 3483 2 0 22
31 0 89 3 40 26 449762 0 3010229 3 40 26 21 0 54 3 40 26 4502 0 9591 3 40 26 1874 0 4584 46 0 94
54 0 70 2 46 13 442460 0 573285 2 46 13 38 0 50 2 46 13 9375 0 12192 2 46 13 3162 0 3993 93 0 117
59 0 72 3 29 23 484280 0 585453 3 29 23 42 0 51 3 29 23 10243 0 12421 3 29 23 3435 0 4048 101 0 119
59 0 72 2 44 11 482497 0 586517 2 44 11 42 0 51 2 44 11 10216 0 12438 2 44 11 3376 0 4032 100 0 119
65 0 96 4 21 22 716816 0 2859864 4 21 22 44 0 57 4 21 22 10393 0 12434 4 21 22 3708 0 5049 101 0 119
40 0 91 3 37 25 515933 0 2861911 3 37 25 27 0 53 3 37 25 6131 0 10875 3 37 25 2228 0 4695 58 0 102
11 0 74 5 28 24 288662 0 2847606 5 28 24 6 0 36 5 28 24 1100 0 5022 5 28 24 747 0 4030 13 0 59
6 0 70 6 24 18 246851 0 2842252 6 24 18 3 0 31 6 24 18 255 0 1949 6 24 18 475 0 3785 9 0 59
6 0 70 7 20 18 248567 0 2842180 7 20 18 3 0 31 7 20 18 280 0 1969 7 20 18 541 0 3861 10 0 62
0 0 7 5 29 16 14248 0 154040 5 29 16 0 0 4 5 29 16 102 0 636 5 29 16 208 0 1890 8 0 60
1 0 7 5 29 17 15965 0 155302 5 29 17 0 0 4 5 29 17 127 0 700 5 29 17 272 0 2037 10 0 62
0 0 3 3 49 10 3442 0 29527 3 49 10 0 0 1 3 49 10 70 0 497 3 49 10 130 0 1114 6 0 50
27 0 62 5 24 26 283830 0 963773 5 24 26 19 0 42 5 24 26 4356 0 9602 5 24 26 1757 0 4186 45 0 97
58 0 77 4 23 22 537710 0 1023519 4 23 22 40 0 53 4 23 22 9476 0 12412 4 23 22 3339 0 4733 91 0 118
65 0 79 5 17 20 592963 0 1029196 5 17 20 45 0 54 5 17 20 10573 0 12692 5 17 20 3730 0 4787 102 0 120
65 0 79 4 21 21 591246 0 1029968 4 21 21 45 0 54 4 21 21 10548 0 12709 4 21 21 3667 0 4773 100 0 120
65 0 79 5 16 19 593467 0 1029047 5 16 19 45 0 54 5 16 19 10596 0 12676 5 16 19 3747 0 4809 105 0 124
37 0 66 4 27 17 313079 0 551893 4 27 17 26 0 46 4 27 17 6310 0 11055 4 27 17 2120 0 3649 66 0 113
7 0 31 6 23 16 58806 0 267692 6 23 16 5 0 22 6 23 16 1212 0 5286 6 23 16 530 0 2102 23 0 85
0 0 3 7 20 10 3562 0 31283 7 20 10 0 0 2 7 20 10 136 0 673 7 20 10 140 0 1184 15 0 80
7 0 76 9 15 11 310375 0 3728595 9 15 11 3 0 30 9 15 11 331 0 1960 9 15 11 522 0 4181 20 0 89
6 0 76 7 20 17 308155 0 3728681 7 20 17 2 0 30 7 20 17 284 0 1923 7 20 17 441 0 4077 15 0 78
7 0 76 8 17 16 310243 0 3728595 8 17 16 3 0 30 8 17 16 310 0 1945 8 17 16 516 0 4170 17 0 79
6 0 76 7 20 17 308931 0 3728670 7 20 17 2 0 30 7 20 17 285 0 1925 7 20 17 459 0 4117 15 0 80
30 0 92 7 17 17 506519 0 3740558 7 17 17 19 0 48 7 17 17 4178 0 9174 7 17 17 1802 0 5025 53 0 113
55 0 73 5 18 11 456233 0 610096 5 18 11 38 0 51 5 18 11 9145 0 12167 5 18 11 3072 0 4047 95 0 126
63 0 75 5 16 9 519977 0 623043 5 16 9 44 0 53 5 16 9 10435 0 12486 5 16 9 3510 0 4137 107 0 127
62 0 75 4 21 9 517888 0 624257 4 21 9 44 0 53 4 21 9 10409 0 12504 4 21 9 3435 0 4098 106 0 127
75 0 165 6 13 10 1170796 0 7936219 6 13 10 48 0 73 6 13 10 10687 0 12657 6 13 10 3839 0 5705 107 0 126
51 0 163 6 17 11 973209 0 7947155 6 17 11 32 0 70 6 17 11 6794 0 11420 6 17 11 2496 0 5452 70 0 116
20 0 155 8 16 10 718296 0 7953556 8 16 10 10 0 59 8 16 10 1679 0 6355 8 16 10 912 0 4705 28 0 94
13 0 152 8 17 11 654561 0 7954141 8 17 11 4 0 54 8 17 11 410 0 3158 8 17 11 475 0 4373 19 0 91
